CNPJ_COMPANHIA,DATA_REFERENCIA,NOME_COMPANHIA,DATA_FIM_EXERCICIO_SOCIAL,ORGAO_ADMINISTRACAO,QTD_MEMBROS_REMUNERADOS_ACAO,DILUICAO_POTENCIAL,PRECO_MEDIO_PONDERADO_OPCOES_EM_ABERTO,PRECO_MEDIO_PONDERADO_OPCOES_PERDIDAS,PRECO_MEDIO_PONDERADO_OPCOES_EXERCIDAS,QTD_MEMBROS_REMUNERADOS_MIN_MAX_MEDIA,VALOR_MAIOR_REMUNERACAO,VALOR_MENOR_REMUNERACAO,VALOR_MEDIO_REMUNERACAO,OBSERVACAO_x,QTD_MEMBROS_REMUNERADOS_TOTAL,SALARIO,BENEFICIOS_DIRETOS_INDIRETOS,PARTICIPACOES_COMITES,OUTROS_VALORES_FIXOS,DESCRICAO_OUTROS_REMUNERACOES_FIXAS,BONUS,PARTICIPACAO_RESULTADOS,PARTICIPACAO_REUNIOES,OUTROS_VALORES_VARIAVEIS,COMISSOES,DESCRICAO_OUTROS_REMUNERACOES_VARIAVEIS,POS_EMPREGO,CESSACAO_CARGO,BASEADA_ACOES,OBSERVACAO_y,TOTAL_REMUNERACAO_ORGAO,QTD_MEMBROS_REMUNERADOS_VARIAVEL,BONUS_VALOR_MINIMO,BONUS_VALOR_MAXIMO,BONUS_VALOR_METAS_ATINGIDAS,BONUS_VALOR_EFETIVO,PARTICIPACAO_VALOR_MINIMO,PARTICIPACAO_VALOR_MAXIMO,PARTICIPACAO_VALOR_METAS_ATINGIDAS,PARTICIPACAO_VALOR_EFETIVO,SETOR_DE_ATIVDADE,ANO_REFER
00.001.180/0001-26,2025-12-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2022-12-31,Diretoria Estatutária,,,,,,6.33,1226608.08,928300.79,1277250.95,"Com a aprovação do Novo Modelo de Remuneração da Eletrobras Privatizada, a remuneração para cada um dos membros da Diretoria Estatutária passou a observar a aderência ao mercado. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular /ANUAL-2024-CVM/SEP. O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular /ANUAL-2024-CVM/SEP.",6.33,4542661.99,723545.97,0.0,0.0,,1671703.65,0.0,0.0,0.0,0.0,,764147.14,0.0,382939.69,"O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular /ANUAL-2025- CVM/SEP. A remuneração baseada em ações paga no exercício de 2022 ocorreu no âmbito do modelo conhecido como ""Phantom Share"", sem entrega de ações escriturais.",8084998.44,6.33,0.0,3575071.59,3575071.59,1671703.65,0.0,0.0,0.0,0.0,Energia Elétrica,2022
00.001.180/0001-26,2025-12-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2023-12-31,Diretoria Estatutária,9.83,0.31,42.0,0.0,0.0,9.83,19342394.01,4960915.75,8097498.46,"Com a aprovação do Novo Modelo de Remuneração da Eletrobras Privatizada, a remuneração para cada um dos membros da Diretoria Estatutária passou a observar a aderência ao mercado. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular /ANUAL-2024-CVM/SEP. O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular /ANUAL-2024-CVM/SEP.",9.83,14665902.31,2514359.88,0.0,0.0,,35157652.99,0.0,0.0,0.0,0.0,,2036240.02,550000.0,24674254.65,"O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular /ANUAL-2025- CVM/SEP.",79598409.85,9.83,0.0,35157652.99,35157652.99,35157652.99,0.0,0.0,0.0,0.0,Energia Elétrica,2023
00.001.180/0001-26,2025-12-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2024-12-31,Diretoria Estatutária,11.75,0.31,42.0,0.0,0.0,11.75,15665277.6,3175319.01,5196344.85,"Com a aprovação do Novo Modelo de Remuneração da Eletrobras Privatizada, a remuneração para cada um dos membros da Diretoria Estatutária passou a observar a aderência ao mercado. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular /ANUAL-2025-CVM/SEP. O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular /ANUAL-2025-CVM/SEP.",11.75,17985833.34,1222175.71,0.0,0.0,-,25194362.5,0.0,0.0,0.0,0.0,-,1984810.87,770000.0,13899869.17,-,61057051.59,11.75,0.0,29395950.0,29395950.0,25194363.0,0.0,0.0,0.0,0.0,Energia Elétrica,2024
00.001.180/0001-26,2025-12-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2025-12-31,Diretoria Estatutária,12.0,0.31,42.0,0.0,0.0,,,,,,12.0,19058094.0,1317727.0,0.0,0.0,,30575974.0,0.0,0.0,0.0,0.0,,2263450.0,0.0,14507463.0,,67722708.0,12.0,0.0,30575974.0,30575974.0,0.0,0.0,0.0,0.0,0.0,Energia Elétrica,2025
00.070.698/0001-11,2025-12-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,2022-12-31,Conselho Fiscal,,,,,,5.0,74410.0,74410.0,74410.0,,5.0,393631.0,78726.0,0.0,5557.0," Pró-labore (salário) Benefício previdenciário, saúde e odontológico Encargos Sociais e  Outros (ressarcimentos diversos)",0.0,0.0,0.0,0.0,0.0,A Companhia não adota aos Fiscais a Remuneração Variável.,0.0,0.0,0.0,0,477914.0,,,,,,,,,,Energia Elétrica,2022
00.070.698/0001-11,2025-12-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,2023-12-31,Conselho Fiscal,,,,,,5.0,88242.0,88242.0,88242.0,,5.0,441208.0,0.0,0.0,82042.0," Pró-labore (salário) Benefício previdenciário, saúde e odontológico Encargos Sociais e  Outros (ressarcimentos diversos).",0.0,0.0,0.0,0.0,0.0,A Companhia não adota aos Administradores a Remuneração Variável.,0.0,0.0,0.0,,523250.0,,,,,,,,,,Energia Elétrica,2023
00.070.698/0001-11,2025-12-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,2024-12-31,Conselho Fiscal,,,,,,5.0,96589.0,96589.0,96589.0,,5.0,482945.0,244387.0,0.0,96589.0,Encargos Sociais,0.0,0.0,0.0,0.0,0.0,Não há remuneração variável,0.0,0.0,0.0,,823921.0,,,,,,,,,,Energia Elétrica,2024
00.070.698/0001-11,2025-12-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,2025-12-31,Conselho Fiscal,,,,,,,,,,,5.0,487626.0,0.0,0.0,114961.0,Encargos Sociais,0.0,0.0,0.0,0.0,0.0,Não há remuneração variável,0.0,0.0,0.0,,602587.0,,,,,,,,,,Energia Elétrica,2025
00.070.698/0001-11,2025-12-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,2022-12-31,Conselho de Administração,,,,,,9.0,74410.0,74410.0,74410.0,,9.0,629809.0,125961.0,0.0,9640.0,Não há outras remunerações fixas além do pró-labore.,0.0,0.0,0.0,0.0,0.0,A Companhia não adota aos Administradores a Remuneração Variável.,0.0,0.0,0.0,,765410.0,,,,,,,,,,Energia Elétrica,2022
00.070.698/0001-11,2025-12-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,2023-12-31,Conselho de Administração,,,,,,9.0,88242.0,88242.0,88242.0,,9.0,751657.0,0.0,0.0,153630.0," Pró-labore (salário) Benefício previdenciário, saúde e odontológico Encargos Sociais e  Outros (ressarcimentos diversos)",0.0,0.0,0.0,0.0,0.0,A Companhia não adota aos Administradores a Remuneração Variável.,0.0,0.0,0.0,,905287.0,,,,,,,,,,Energia Elétrica,2023
00.070.698/0001-11,2025-12-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,2024-12-31,Conselho de Administração,,,,,,9.0,96589.0,96589.0,96589.0,,9.0,869301.0,439898.0,0.0,180329.0,Encargos Sociais,0.0,0.0,0.0,0.0,0.0,Não há remuneração variável,0.0,0.0,0.0,,1489528.0,,,,,,,,,,Energia Elétrica,2024
00.070.698/0001-11,2025-12-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,2025-12-31,Conselho de Administração,,,,,,,,,,,9.0,877726.0,0.0,0.0,210416.0,Encargos Sociais,0.0,0.0,0.0,0.0,0.0,Não há remuneração variável,0.0,0.0,0.0,,1088142.0,,,,,,,,,,Energia Elétrica,2025
00.070.698/0001-11,2025-12-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,2022-12-31,Diretoria Estatutária,,,,,,4.0,199964.0,115850.0,153787.0,,4.0,1436679.0,986921.0,0.0,0.0, Pró-labore (salário)  Benefícios (Diretores e Diretores empregados)  Encargos Sociais e  Outros.,0.0,0.0,0.0,0.0,0.0,A Companhia não adota aos Administradores a Remuneração Variável.,0.0,0.0,0.0,,2423600.0,,,,,,,,,,Energia Elétrica,2022
00.070.698/0001-11,2025-12-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,2023-12-31,Diretoria Estatutária,,,,,,4.0,425547.0,382992.0,393631.0,,4.0,1765796.0,946935.0,0.0,650005.0, Pró-labore (salário)  Benefícios (Diretores e Diretores empregados)  Encargos Sociais e  Outros.,0.0,0.0,0.0,0.0,0.0,A Companhia não adota aos Administradores a Remuneração Variável.,0.0,0.0,0.0,,3362736.0,,,,,,,,,,Energia Elétrica,2023
00.070.698/0001-11,2025-12-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,2024-12-31,Diretoria Estatutária,,,,,,4.0,522103.0,469893.0,495998.0,,4.0,1931782.0,1137851.0,687392.0,0.0,Encargos Sociais,0.0,0.0,0.0,0.0,0.0,Não há remuneração variável,0.0,0.0,0.0,0,3757025.0,,,,,,,,,,Energia Elétrica,2024
00.070.698/0001-11,2025-12-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,2025-12-31,Diretoria Estatutária,,,,,,,,,,,4.0,1950503.0,1700628.0,0.0,702772.0,Encargos Sociais,0.0,0.0,0.0,0.0,0.0,Não há remuneração variável,0.0,0.0,0.0,,4353903.0,,,,,,,,,,Energia Elétrica,2025
00.080.671/0001-00,2025-12-31,CARAMURU ALIMENTOS S.A.,2022-12-31,Conselho Fiscal,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,Alimentos,2022
00.080.671/0001-00,2025-12-31,CARAMURU ALIMENTOS S.A.,2023-12-31,Conselho Fiscal,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,Alimentos,2023
00.080.671/0001-00,2025-12-31,CARAMURU ALIMENTOS S.A.,2024-12-31,Conselho Fiscal,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,Alimentos,2024
00.080.671/0001-00,2025-12-31,CARAMURU ALIMENTOS S.A.,2022-12-31,Conselho de Administração,,,,,,7.0,28643030.24,87231.31,944861.63,,7.0,5709383.1,1849509.93,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,7558893.03,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alimentos,2022
00.080.671/0001-00,2025-12-31,CARAMURU ALIMENTOS S.A.,2023-12-31,Conselho de Administração,,,,,,9.0,3168511.89,65456.17,852488.59,,9.0,7073429.3,1451456.58,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,8524885.88,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alimentos,2023
00.080.671/0001-00,2025-12-31,CARAMURU ALIMENTOS S.A.,2024-12-31,Conselho de Administração,,,,,,9.0,2387412.32,107586.24,694770.25,Inclusão de 01 novos membros,9.0,5806172.44,1273130.21,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,7079302.65,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alimentos,2024
00.080.671/0001-00,2025-12-31,CARAMURU ALIMENTOS S.A.,2022-12-31,Diretoria Estatutária,,,,,,12.0,1765759.21,745030.47,1133747.42,,12.0,6836444.97,3505924.63,0.0,0.0,,0.0,8330094.25,0.0,0.0,0.0,,0.0,0.0,0.0,,18672463.85,12.0,0.0,0.0,0.0,0.0,1023082.84,8184662.72,6138497.04,8330094.25,Alimentos,2022
00.080.671/0001-00,2025-12-31,CARAMURU ALIMENTOS S.A.,2023-12-31,Diretoria Estatutária,,,,,,12.0,1411569.41,1053571.32,1178916.9,,12.0,6720935.6,2852135.06,0.0,0.0,,0.0,4573932.19,0.0,0.0,0.0,,0.0,0.0,0.0,,14147002.85,12.0,0.0,0.0,0.0,0.0,1168692.49,9349539.9,7012154.93,4573932.19,Alimentos,2023
00.080.671/0001-00,2025-12-31,CARAMURU ALIMENTOS S.A.,2024-12-31,Diretoria Estatutária,,,,,,12.0,1527318.61,1027013.74,1153401.15,,12.0,7197973.79,4042200.25,0.0,0.0,,0.0,2600639.81,0.0,0.0,0.0,,0.0,0.0,0.0,,13840813.85,12.0,0.0,0.0,0.0,0.0,1231438.02,9851504.16,7388628.12,2600639.81,Alimentos,2024
00.194.724/0001-13,2025-12-31,AUREN OPERAÇÕES S.A.,2022-12-31,Conselho Fiscal,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,Energia Elétrica,2022
00.194.724/0001-13,2025-12-31,AUREN OPERAÇÕES S.A.,2023-12-31,Conselho Fiscal,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,Energia Elétrica,2023
00.194.724/0001-13,2025-12-31,AUREN OPERAÇÕES S.A.,2024-12-31,Conselho Fiscal,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,Energia Elétrica,2024
00.194.724/0001-13,2025-12-31,AUREN OPERAÇÕES S.A.,2025-12-31,Conselho Fiscal,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,Energia Elétrica,2025
00.194.724/0001-13,2025-12-31,AUREN OPERAÇÕES S.A.,2022-12-31,Conselho de Administração,,,,,,1.0,355200.0,355200.0,355200.0,"Foram excluídos dos cálculos de remuneração mínima os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias. Além disso, os valores: (i) valor da maior remuneração (ii) valor da menor remuneração e (iii) valor médio da remuneração foram considerados sem encargos de INSS.Permanência no cargo do membro com maior remuneração: 12 meses.",1.0,355200.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular/Anual- 2025- CVM/SEP.,355200.0,,,,,,,,,,Energia Elétrica,2022
00.194.724/0001-13,2025-12-31,AUREN OPERAÇÕES S.A.,2023-12-31,Conselho de Administração,,,,,,1.0,358160.0,358160.0,358160.0,"Foram excluídos dos cálculos de remuneração mínima os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias. Além disso, os valores: (i) valor da maior remuneração (ii) valor da menor remuneração e (iii) valor médio da remuneração foram considerados sem encargos de INSS.Permanência no cargo do membro com maior remuneração: 12 meses.",1.0,358160.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular/Anual- 2025- CVM/SEP.,358160.0,,,,,,,,,,Energia Elétrica,2023
00.194.724/0001-13,2025-12-31,AUREN OPERAÇÕES S.A.,2024-12-31,Conselho de Administração,,,,,,1.0,355200.0,355200.0,355200.0,"Foram excluídos dos cálculos de remuneração mínima os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias. Além disso, os valores: (i) valor da maior remuneração (ii) valor da menor remuneração e (iii) valor médio da remuneração foram considerados sem encargos de INSS.Permanência no cargo do membro com maior remuneração: 12 meses.",1.0,355200.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular/Anual- 2025- CVM/SEP.,355200.0,,,,,,,,,,Energia Elétrica,2024
00.194.724/0001-13,2025-12-31,AUREN OPERAÇÕES S.A.,2025-12-31,Conselho de Administração,,,,,,,,,,,1.0,355200.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular/Anual- 2025- CVM/SEP.,355200.0,,,,,,,,,,Energia Elétrica,2025
00.194.724/0001-13,2025-12-31,AUREN OPERAÇÕES S.A.,2022-12-31,Diretoria Estatutária,,,,,,0.0,0.0,0.0,0.0,"Foram excluídos dos cálculos de remuneração mínima os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias. Permanência no cargo do membro com maior remuneração: 12 meses.",0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular/Anual- 2025- CVM/SEP.,0.0,,,,,,,,,,Energia Elétrica,2022
00.194.724/0001-13,2025-12-31,AUREN OPERAÇÕES S.A.,2023-12-31,Diretoria Estatutária,,,,,,0.0,0.0,0.0,0.0,"Foram excluídos dos cálculos de remuneração mínima os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias. Permanência no cargo do membro com maior remuneração: 12 meses.",0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular/Anual- 2025- CVM/SEP.,0.0,,,,,,,,,,Energia Elétrica,2023
00.194.724/0001-13,2025-12-31,AUREN OPERAÇÕES S.A.,2024-12-31,Diretoria Estatutária,,,,,,0.0,0.0,0.0,0.0,"Foram excluídos dos cálculos de remuneração mínima os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias. Permanência no cargo do membro com maior remuneração: 12 meses.",0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular/Anual- 2025- CVM/SEP.,0.0,,,,,,,,,,Energia Elétrica,2024
00.194.724/0001-13,2025-12-31,AUREN OPERAÇÕES S.A.,2025-12-31,Diretoria Estatutária,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular/Anual- 2025- CVM/SEP.,0.0,,,,,,,,,,Energia Elétrica,2025
00.242.184/0001-04,2025-12-31,"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",2022-12-31,Conselho de Administração,1.0,0.01,2.52,0.0,2.52,2.0,108000.0,54666.68,81333.34,,2.0,162666.67,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,162666.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2022
00.242.184/0001-04,2025-12-31,"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",2023-12-31,Conselho de Administração,1.0,0.01,2.52,0.0,0.0,3.0,480000.0,120000.0,281652.0,,3.0,836000.0,8956.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,844956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023
00.242.184/0001-04,2025-12-31,"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",2024-12-31,Conselho de Administração,1.0,0.0,2.52,0.0,0.0,3.33,493216.0,60000.0,286876.8,,3.33,939152.0,17104.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,956256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024
00.242.184/0001-04,2025-12-31,"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",2025-12-31,Conselho de Administração,1.0,0.0,2.52,0.0,2.52,,,,,,1.33,2000000.0,15000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1000000.0,,3015000.0,1.33,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,,2025
00.242.184/0001-04,2025-12-31,"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",2022-12-31,Diretoria Estatutária,1.0,0.0,0.0,0.0,0.0,1.0,2525000.0,2525000.0,2525000.0,,1.0,400000.0,170000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1955000.0,,2525000.0,3.0,0.0,0.0,0.0,0.0,0.0,6000000.0,6000000.0,0.0,,2022
00.242.184/0001-04,2025-12-31,"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",2023-12-31,Diretoria Estatutária,2.0,1.0,9.23,10.13,0.01,3.33,4942517.0,550387.38,2057552.35,,3.33,1730000.0,383890.98,0.0,0.0,,0.0,300000.0,0.0,0.0,0.0,,0.0,0.0,4444616.86,,6858507.84,1.0,0.0,0.0,0.0,0.0,0.0,8590275.0,8590275.0,300000.0,,2023
00.242.184/0001-04,2025-12-31,"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",2024-12-31,Diretoria Estatutária,1.0,0.0,9.11,7.18,0.01,3.0,3942517.0,1075000.0,2448772.33,,3.0,1822517.0,550000.0,0.0,0.0,,0.0,3750000.0,0.0,0.0,0.0,,0.0,0.0,1163800.0,,7286317.0,3.0,0.0,0.0,0.0,0.0,0.0,5492323.95,5492323.95,3750000.0,,2024
00.242.184/0001-04,2025-12-31,"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",2025-12-31,Diretoria Estatutária,1.0,0.0,0.01,0.0,0.01,,,,,,3.0,5000000.0,650000.0,0.0,0.0,,0.0,4600000.0,0.0,0.0,0.0,,0.0,0.0,4600000.0,,14850000.0,3.0,0.0,0.0,0.0,0.0,0.0,4600000.0,4600000.0,0.0,,2025
00.336.701/0001-04,2025-12-31,TELEC BRASILEIRAS S.A. TELEBRAS,2022-12-31,Conselho Fiscal,,,,,,5.0,48072.22,38924.9,44945.4,,5.0,269792.71,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,269792.71,,,,,,,,,,Telecomunicações,2022
00.336.701/0001-04,2025-12-31,TELEC BRASILEIRAS S.A. TELEBRAS,2023-12-31,Conselho Fiscal,,,,,,5.0,49862.76,29915.66,30770.12,,5.0,273339.94,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,273339.94,,,,,,,,,,Telecomunicações,2023
00.336.701/0001-04,2025-12-31,TELEC BRASILEIRAS S.A. TELEBRAS,2024-12-31,Conselho Fiscal,,,,,,5.0,50913.72,50913.72,50913.72,,5.0,266342.44,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,266342.44,,,,,,,,,,Telecomunicações,2024
00.336.701/0001-04,2025-12-31,TELEC BRASILEIRAS S.A. TELEBRAS,2025-12-31,Conselho Fiscal,,,,,,,,,,,5.0,266864.4,22683.6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,289548.0,,,,,,,,,,Telecomunicações,2025
00.336.701/0001-04,2025-12-31,TELEC BRASILEIRAS S.A. TELEBRAS,2022-12-31,Conselho de Administração,,,,,,7.0,48266.84,42166.54,46281.27,,7.0,229337.14,3697.78,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,233034.92,,,,,,,,,,Telecomunicações,2022
00.336.701/0001-04,2025-12-31,TELEC BRASILEIRAS S.A. TELEBRAS,2023-12-31,Conselho de Administração,,,,,,7.0,51931.6,26632.68,34753.65,,7.0,275624.36,2068.84,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,277693.2,,,,,,,,,,Telecomunicações,2023
00.336.701/0001-04,2025-12-31,TELEC BRASILEIRAS S.A. TELEBRAS,2024-12-31,Conselho de Administração,,,,,,7.0,50913.72,50913.72,50913.72,,7.0,354264.92,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,354264.92,,,,,,,,,,Telecomunicações,2024
